table,row_id,field,old_value,new_value,reason,timestamp
directory_numbers,7663,name,8. Manikheda,Manikheda,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7666,name,12. Kadana,Kadana,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7667,name,13. GIPCL 1 & 2,GIPCL 1 & 2,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7674,name,18. Bhira,Bhira,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7675,name,"19. Koyna, Pophali","Koyna, Pophali","numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7676,name,20.Ghatghar,Ghatghar,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7677,name,21.Trombay,Trombay,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7678,name,22. RGPPL,RGPPL,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7679,name,23. Paithan,Paithan,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7680,name,24. Uran,Uran,"numbered_prefix strip: leading Word-section-heading number removed from the name field. Confirmed inert before applying -- no export/grouping/display logic in routes/user_routes.py, services/pdf_generator.py, or services/excel_generator.py sorts by or depends on DirectoryNumber.name, and this row is the sole (organization_id, category) record for its station, so there was no sibling row the number could have been ordering against.",2026-08-27
directory_numbers,7653,phone_number,9869281317 Fax No. 022- 28202693/30 / 9869281317 Fax No. 022- 28202693/30 / 9320399988 8356846298,9869281317 Fax No. 022- 28202693 / 30 / 9320399988 8356846298,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7659,phone_number,"07427-239118/237256, 237212, 9425805340 / 07427-239118/237256, 237212, 9425805340 / 07427-239118/237256, 237212, 9425805340",07427-239118 / 237256 / 237212 / 9425805340,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7660,phone_number,07655-262428 / 07655-262428 / 07655-262428,07655-262428,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7666,phone_number,02675-237554/ 9925213774/9979889925 / 02675-237554/ 9925213774/9979889925 / 02675-237554/ 9925213774/9979889925,02675-237554 / 9925213774 / 9979889925,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7667,phone_number,"02652230182, 02652230183 Fax No. 0265-2231822 / 02652230182, 02652230183 Fax No. 0265-2231822 / 9909035317",02652230182 / 02652230183 Fax No. 0265-2231822 / 9909035317,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7671,phone_number,02621-661664/Fax No. 02621 - 661654 / 02621-661664/Fax No. 02621 - 661654 / 02621-661664/Fax No. 02621 - 661654,02621-661664 / Fax No. 02621 - 661654,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7672,phone_number,02624-233510 / 02624-233510 / 9712921574,02624-233510 / 9712921574,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7674,phone_number,022-66687091 / 022-25543331 / 022 - 67175377 Fax - 022-67175385 / 022-66687091 / 022-25543331 / 022 - 67175377 Fax - 022-67175385 / 022-66687091 / 022-25543331 / 022 - 67175377 Fax - 022-67175385,022-66687091 / 022-25543331 / 022 - 67175377 Fax - 022-67175385,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7676,phone_number,02527-235310/311 8411956540 / 8411006637/ 8411956542 / 02527-235310/311 8411956540 / 8411006637/ 8411956542 / 02527-235310/311 8411956540 / 8411006637/ 8411956542,02527-235310 / 311 8411956540 / 8411006637 / 8411956542,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7678,phone_number,02359-241120 / 02359-241120 / 8007060703,02359-241120 / 8007060703,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7680,phone_number,8879620047/ 48/ 49 & 022-27222235 / 8879620047/ 48/ 49 & 022-27222235 / 09930144837,8879620047 / 48 / 49 & 022-27222235 / 09930144837,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7686,phone_number,0761 - 2970601/0761-2668586/2706800 0761-2664343/2660015 / 0761 - 2970601/0761-2668586/2706800 0761-2664343/2660015 / 9425806598,0761 - 2970601 / 0761-2668586 / 2706800 0761-2664343 / 2660015 / 9425806598,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7691,phone_number,9909976436 / 9909976436 / 9909976436,9909976436,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7694,phone_number,0261-2860375 FAX 0261- 2861428 / 0261-2860375 FAX 0261- 2861428 / 9426810249,0261-2860375 FAX 0261- 2861428 / 9426810249,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7695,phone_number,7588184339/ 8275045123 / 7588184339/ 8275045123 / 7588184339/ 8275045123,7588184339 / 8275045123,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7696,phone_number,"0217-2252611/ 2461301, 2461303 Fax: 0217-2252580/ 2252280 / 0217-2252611/ 2461301, 2461303 Fax: 0217-2252580/ 2252280 / 0217-2252611/ 2461301, 2461303 Fax: 0217-2252580/ 2252280",0217-2252611 / 2461301 / 2461303 Fax: 0217-2252580 / 2252280,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7699,phone_number,07759-237529 07759-237440/ 022- 28306068 (F) / 07759-237529 07759-237440/ 022- 28306068 (F) / 9424141909/ 9004497000,07759-237529 07759-237440 / 022- 28306068 (F) / 9424141909 / 9004497000,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7700,phone_number,09109179793 / 09109179793 / 09109179793,09109179793,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7701,phone_number,07752-277660/ 246545/ 246587 / 07752-277660/ 246545/ 246587 / 07752-277660/ 246545/ 246587; 9424140682,07752-277660 / 246545 / 246587 / 9424140682,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7702,phone_number,07805-247755 / 247916 / 07805-247755 / 247916 / 07805-247755 / 247916; 9575301341 / 9575301342,07805-247755 / 247916 / 9575301341 / 9575301342,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7703,phone_number,"02525-244126, 02525-244128 (F) / 02525-244126, 02525-244128 (F) / 02525-244126, 02525-244128 (F)",02525-244126 / 02525-244128 (F),"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7704,phone_number,"02525-244511, 02525-244609 02525-244009, 02525-244100 / 02525-244511, 02525-244609 02525-244009, 02525-244100 / 8552000187, 9423081600; scetaps34@npcil.co.in",02525-244511 / 02525-244609 02525-244009 / 02525-244100 / 8552000187 / 9423081600 / scetaps34@npcil.co.in,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7705,phone_number,07573950841 02626-234280 02626-231231 / 07573950841 02626-234280 02626-231231 / 9499889101,07573950841 02626-234280 02626-231231 / 9499889101,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7706,phone_number,"7573950843, 9409464909, 02626-231248, 02626-242080, Fax: 02626-231501 / 7573950843, 9409464909, 02626-231248, 02626-242080, Fax: 02626-231501 / 7573950843, 9409464909, 02626-231248, 02626-242080, Fax: 02626-231501",7573950843 / 9409464909 / 02626-231248 / 02626-242080 / Fax: 02626-231501,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7707,phone_number,20220581 / 20220581 / 7067549898,20220581 / 7067549898,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7708,phone_number,IP No 20221496 / IP No 20221496 / 9316735767,IP No 20221496 / 9316735767,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7709,phone_number,SCADA VOIP- 20221492 PSS VOIP - 20221485 / SCADA VOIP- 20221492 PSS VOIP - 20221485,SCADA VOIP- 20221492 PSS VOIP - 20221485,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7711,phone_number,+91 124 3896711 / +91 124 3896711,+91 124 3896711,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7716,phone_number,Control Room; Hotline- 20220586 / Hotline- 20220586 / 9687042683,Control Room / Hotline- 20220586 / 9687042683,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7721,phone_number,(022)67171159 (022)67171180 / (022)67171159 (022)67171180 / NA,(022)67171159 (022)67171180 / NA,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7722,phone_number,0261 - 2860375 / 0261 - 2860375,0261 - 2860375,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7723,phone_number,(Std Code: 02642)287450 / (Std Code: 02642)287450 / 9426811596 9099948434,(Std Code: 02642)287450 / 9426811596 9099948434,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7725,phone_number,IP No 20221496 / IP No 20221496 / 9316735767,IP No 20221496 / 9316735767,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7726,phone_number,IP No 20221496 / IP No 20221496 / 09316735767,IP No 20221496 / 09316735767,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7728,phone_number,+91 6355 827 073 / +91 6355 827 073,+91 6355 827 073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7729,phone_number,Manza PSS VOIP:- 20221503 / Manza PSS VOIP:- 20221503 / +91 6353450165,Manza PSS VOIP:- 20221503 / +91 6353450165,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7734,phone_number,IP No 20220531 / IP No 20220531 / 7227065352,IP No 20220531 / 7227065352,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7735,phone_number,IP No 20220535 / IP No 20220535 / 6353672066,IP No 20220535 / 6353672066,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7737,phone_number,Hotline- 20220529 / Hotline- 20220529 / 9106763679,Hotline- 20220529 / 9106763679,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7739,phone_number,20220533 / 20220533,20220533,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7750,phone_number,SCADA VOIP/ PSS VOIP: 22651521 / SCADA VOIP/ PSS VOIP: 22651521,SCADA VOIP / PSS VOIP: 22651521,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7751,phone_number,NA / NA / 7227069073,NA / 7227069073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7752,phone_number,IP No. 20220542 / IP No. 20220542 / 7227069073,IP No. 20220542 / 7227069073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7753,phone_number,NA / NA / 7227069072,NA / 7227069072,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7754,phone_number,IP No. 20220538 / IP No. 20220538 / 7227069072,IP No. 20220538 / 7227069072,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7755,phone_number,NA / NA / 7227069072,NA / 7227069072,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7756,phone_number,IP No. 20220538 / IP No. 20220538 / 7227069072,IP No. 20220538 / 7227069072,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7757,phone_number,NA / NA / 7227069072,NA / 7227069072,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7758,phone_number,IP No. 20220538 / IP No. 20220538 / 7227069072,IP No. 20220538 / 7227069072,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7759,phone_number,NA / NA / 7227069073,NA / 7227069073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7760,phone_number,IP No. 20220542 / IP No. 20220542 / 7227069073,IP No. 20220542 / 7227069073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7761,phone_number,NA / NA / 7227069073,NA / 7227069073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7762,phone_number,IP No. 20220542 / IP No. 20220542 / 7227069073,IP No. 20220542 / 7227069073,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7763,phone_number,NA / NA / 7227036279,NA / 7227036279,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7764,phone_number,IP No. 20221526 / IP No. 20221526 / 7227036279,IP No. 20221526 / 7227036279,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7765,phone_number,NA / NA / 7227036279,NA / 7227036279,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7766,phone_number,IP No. 20221526 / IP No. 20221526 / 7227036279,IP No. 20221526 / 7227036279,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
directory_numbers,7767,phone_number,NA / NA / 7227078943,NA / 7227078943,"duplicated_phone fix, origin=originated_in_word/mixed: exact-repeat segment(s) removed, order preserved, no other segment touched. Word itself already carries the same or a related issue for this station, but approved decision: app data should be clean regardless of source-document messiness.",2026-08-27
